Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,El Salvador,SLV,7980
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Equatorial Guinea,GNQ,17730
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Eritrea,ERI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Estonia,EST,27440
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ethiopia,ETH,1500
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Faroe Islands,FRO,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Fiji,FJI,8440
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Finland,FIN,40960
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,France,FRA,39980
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,French Polynesia,PYF,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Gabon,GAB,18490
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Gambia, The",GMB,1580
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Georgia,GEO,9120
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Germany,DEU,47380
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ghana,GHA,3910
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Gibraltar,GIB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Greece,GRC,26890
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Greenland,GRL,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Grenada,GRD,12020
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guam,GUM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guatemala,GTM,7280
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guinea,GIN,1140
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guinea-Bissau,GNB,1400
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guyana,GUY,7170
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Haiti,HTI,1740
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Honduras,HND,4590
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Hong Kong SAR, China",HKG,56770
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Hungary,HUN,23950
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Iceland,ISL,43210
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,India,IND,5610
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Indonesia,IDN,10200
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Iran, Islamic Rep.",IRN,17400
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Iraq,IRQ,14870
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ireland,IRL,42760
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Isle of Man,IMY,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Israel,ISR,33300
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Italy,ITA,35380
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Jamaica,JAM,8730
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Japan,JPN,38040
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Jordan,JOR,10650
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kazakhstan,KAZ,23130
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kenya,KEN,2950
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kiribati,KIR,3540
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Korea, Dem. People’s Rep.",PRK,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Korea, Rep.",KOR,33520
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kosovo,KSV,9390
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kuwait,KWT,80140
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kyrgyz Republic,KGZ,3250
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lao PDR,LAO,5070
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Latvia,LVA,23510
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lebanon,LBN,14280
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lesotho,LSO,3160
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Liberia,LBR,710
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Libya,LBY,16060
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Liechtenstein,LIE,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Lithuania,LTU,27280
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Luxembourg,LUX,69540
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Macao SAR, China",MAC,120890
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Macedonia, FYR",MKD,13260
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Madagascar,MDG,1400
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Malawi,MWI,1140
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Malaysia,MYS,24860
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Maldives,MDV,11050
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mali,MLI,2240
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Malta,MLT,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Marshall Islands,MHL,4710
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mauritania,MRT,3710
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mauritius,MUS,18400
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mexico,MEX,17200
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,3600
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Moldova,MDA,5530
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Monaco,MCO,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mongolia,MNG,11020
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Montenegro,MNE,15250
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Morocco,MAR,7350
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mozambique,MOZ,1120
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Myanmar,MMR,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Namibia,NAM,9960
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nauru,NRU,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nepal,NPL,2410
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Netherlands,NLD,48290
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,New Caledonia,NCL,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,New Zealand,NZL,36210
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nicaragua,NIC,4820
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Niger,NER,930
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nigeria,NGA,5730
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Northern Mariana Islands,MNP,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Norway,NOR,68510
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Oman,OMN,36960
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Pakistan,PAK,5100
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Palau,PLW,13320
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Panama,PAN,19690
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Papua New Guinea,PNG,2800
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Paraguay,PRY,8500
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Peru,PER,11490
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Philippines,PHL,8480
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Poland,POL,24450
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Portugal,PRT,28290
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Puerto Rico,PRI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Qatar,QAT,135180
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Romania,ROM,20110
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Russian Federation,RUS,24270
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Rwanda,RWA,1630
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Samoa,WSM,5620
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,San Marino,SMR,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sao Tome and Principe,STP,3160
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Saudi Arabia,SAU,53340
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Senegal,SEN,2300
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Serbia,SRB,13150
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Seychelles,SYC,24900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sierra Leone,SLE,1950
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Singapore,SGP,81570
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sint Maarten (Dutch part),SXM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Slovak Republic,SVK,27710
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Slovenia,SVN,30330
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Solomon Islands,SLB,2030
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Somalia,SOM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,South Africa,ZAF,12730
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,South Sudan,SSD,1800
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Spain,ESP,33480
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sri Lanka,LKA,10940
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,St. Kitts and Nevis,KNA,22630
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,St. Lucia,LCA,10580
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,St. Martin (French part),MAF,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,St. Vincent and the Grenadines,VCT,10770
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sudan,SDN,3940
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Suriname,SUR,16480
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Swaziland,SWZ,7910
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sweden,SWE,46140
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Switzerland,CHE,60050
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Syrian Arab Republic,SYR,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Tajikistan,TJK,3340
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Tanzania,TZA,2520
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Thailand,THA,14900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Timor-Leste,TMP,5120
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Togo,TGO,1270
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Tonga,TON,5290
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Trinidad and Tobago,TTO,29380
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Tunisia,TUN,10910
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Turkey,TUR,19190
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Turkmenistan,TKM,14340
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Turks and Caicos Islands,TCA,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Tuvalu,TUV,5430
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Uganda,UGA,1740
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ukraine,UKR,8560
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,United Arab Emirates,ARE,68030
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,United Kingdom,GBR,39490
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,United States,USA,55140
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Uruguay,URY,20120
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Uzbekistan,UZB,5790
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Vanuatu,VUT,3040
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Venezuela, RB",VEN,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Vietnam,VNM,5370
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Virgin Islands (U.S.),VIR,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,West Bank and Gaza,WBG,5070
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Yemen, Rep.",YEM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Zambia,ZMB,3680
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Zimbabwe,ZWE,1660
GINI index (World Bank estimate),SI.POV.GINI,Afghanistan,AFG,..
GINI index (World Bank estimate),SI.POV.GINI,Albania,ALB,..
GINI index (World Bank estimate),SI.POV.GINI,Algeria,DZA,..
GINI index (World Bank estimate),SI.POV.GINI,American Samoa,ASM,..
GINI index (World Bank estimate),SI.POV.GINI,Andorra,ADO,..
GINI index (World Bank estimate),SI.POV.GINI,Angola,AGO,..
GINI index (World Bank estimate),SI.POV.GINI,Antigua and Barbuda,ATG,..
GINI index (World Bank estimate),SI.POV.GINI,Argentina,ARG,42.67
GINI index (World Bank estimate),SI.POV.GINI,Armenia,ARM,31.48
GINI index (World Bank estimate),SI.POV.GINI,Aruba,ABW,..
GINI index (World Bank estimate),SI.POV.GINI,Australia,AUS,..
GINI index (World Bank estimate),SI.POV.GINI,Austria,AUT,..
GINI index (World Bank estimate),SI.POV.GINI,Azerbaijan,AZE,..
GINI index (World Bank estimate),SI.POV.GINI,"Bahamas, The",BHS,..
GINI index (World Bank estimate),SI.POV.GINI,Bahrain,BHR,..
GINI index (World Bank estimate),SI.POV.GINI,Bangladesh,BGD,..
GINI index (World Bank estimate),SI.POV.GINI,Barbados,BRB,..
GINI index (World Bank estimate),SI.POV.GINI,Belarus,BLR,27.18
GINI index (World Bank estimate),SI.POV.GINI,Belgium,BEL,..
GINI index (World Bank estimate),SI.POV.GINI,Belize,BLZ,..
GINI index (World Bank estimate),SI.POV.GINI,Benin,BEN,..
GINI index (World Bank estimate),SI.POV.GINI,Bermuda,BMU,..
GINI index (World Bank estimate),SI.POV.GINI,Bhutan,BTN,..
GINI index (World Bank estimate),SI.POV.GINI,Bolivia,BOL,48.4
GINI index (World Bank estimate),SI.POV.GINI,Bosnia and Herzegovina,BIH,..
GINI index (World Bank estimate),SI.POV.GINI,Botswana,BWA,..
GINI index (World Bank estimate),SI.POV.GINI,Brazil,BRA,51.48
GINI index (World Bank estimate),SI.POV.GINI,British Virgin Islands,VGB,..
GINI index (World Bank estimate),SI.POV.GINI,Brunei Darussalam,BRN,..
GINI index (World Bank estimate),SI.POV.GINI,Bulgaria,BGR,..
GINI index (World Bank estimate),SI.POV.GINI,Burkina Faso,BFA,35.3
GINI index (World Bank estimate),SI.POV.GINI,Burundi,BDI,..
GINI index (World Bank estimate),SI.POV.GINI,Cabo Verde,CPV,..
GINI index (World Bank estimate),SI.POV.GINI,Cambodia,KHM,..
GINI index (World Bank estimate),SI.POV.GINI,Cameroon,CMR,46.54
GINI index (World Bank estimate),SI.POV.GINI,Canada,CAN,..
GINI index (World Bank estimate),SI.POV.GINI,Cayman Islands,CYM,..
GINI index (World Bank estimate),SI.POV.GINI,Central African Republic,CAF,..
GINI index (World Bank estimate),SI.POV.GINI,Chad,TCD,..
GINI index (World Bank estimate),SI.POV.GINI,Channel Islands,CHI,..
GINI index (World Bank estimate),SI.POV.GINI,Chile,CHL,..
GINI index (World Bank estimate),SI.POV.GINI,China,CHN,..
GINI index (World Bank estimate),SI.POV.GINI,Colombia,COL,53.5
GINI index (World Bank estimate),SI.POV.GINI,Comoros,COM,..
GINI index (World Bank estimate),SI.POV.GINI,"Congo, Dem. Rep.",ZAR,..
GINI index (World Bank estimate),SI.POV.GINI,"Congo, Rep.",COG,..
GINI index (World Bank estimate),SI.POV.GINI,Costa Rica,CRI,48.53
GINI index (World Bank estimate),SI.POV.GINI,Cote d'Ivoire,CIV,..
GINI index (World Bank estimate),SI.POV.GINI,Croatia,HRV,..
GINI index (World Bank estimate),SI.POV.GINI,Cuba,CUB,..
GINI index (World Bank estimate),SI.POV.GINI,Curacao,CUW,..
GINI index (World Bank estimate),SI.POV.GINI,Cyprus,CYP,..
GINI index (World Bank estimate),SI.POV.GINI,Czech Republic,CZE,..
GINI index (World Bank estimate),SI.POV.GINI,Denmark,DNK,..
GINI index (World Bank estimate),SI.POV.GINI,Djibouti,DJI,..
GINI index (World Bank estimate),SI.POV.GINI,Dominica,DMA,..
GINI index (World Bank estimate),SI.POV.GINI,Dominican Republic,DOM,..
GINI index (World Bank estimate),SI.POV.GINI,Ecuador,ECU,45.38
GINI index (World Bank estimate),SI.POV.GINI,"Egypt, Arab Rep.",EGY,..
GINI index (World Bank estimate),SI.POV.GINI,El Salvador,SLV,41.84
GINI index (World Bank estimate),SI.POV.GINI,Equatorial Guinea,GNQ,..
GINI index (World Bank estimate),SI.POV.GINI,Eritrea,ERI,..
GINI index (World Bank estimate),SI.POV.GINI,Estonia,EST,..
GINI index (World Bank estimate),SI.POV.GINI,Ethiopia,ETH,..
GINI index (World Bank estimate),SI.POV.GINI,Faroe Islands,FRO,..
GINI index (World Bank estimate),SI.POV.GINI,Fiji,FJI,..
GINI index (World Bank estimate),SI.POV.GINI,Finland,FIN,..
GINI index (World Bank estimate),SI.POV.GINI,France,FRA,..
GINI index (World Bank estimate),SI.POV.GINI,French Polynesia,PYF,..
GINI index (World Bank estimate),SI.POV.GINI,Gabon,GAB,..
GINI index (World Bank estimate),SI.POV.GINI,"Gambia, The",GMB,..
GINI index (World Bank estimate),SI.POV.GINI,Georgia,GEO,40.09
GINI index (World Bank estimate),SI.POV.GINI,Germany,DEU,..
GINI index (World Bank estimate),SI.POV.GINI,Ghana,GHA,..
GINI index (World Bank estimate),SI.POV.GINI,Gibraltar,GIB,..
GINI index (World Bank estimate),SI.POV.GINI,Greece,GRC,..
GINI index (World Bank estimate),SI.POV.GINI,Greenland,GRL,..
GINI index (World Bank estimate),SI.POV.GINI,Grenada,GRD,..
GINI index (World Bank estimate),SI.POV.GINI,Guam,GUM,..
GINI index (World Bank estimate),SI.POV.GINI,Guatemala,GTM,48.66
GINI index (World Bank estimate),SI.POV.GINI,Guinea,GIN,..
GINI index (World Bank estimate),SI.POV.GINI,Guinea-Bissau,GNB,..
GINI index (World Bank estimate),SI.POV.GINI,Guyana,GUY,..
GINI index (World Bank estimate),SI.POV.GINI,Haiti,HTI,..
GINI index (World Bank estimate),SI.POV.GINI,Honduras,HND,50.64
GINI index (World Bank estimate),SI.POV.GINI,"Hong Kong SAR, China",HKG,..
GINI index (World Bank estimate),SI.POV.GINI,Hungary,HUN,..
GINI index (World Bank estimate),SI.POV.GINI,Iceland,ISL,..
GINI index (World Bank estimate),SI.POV.GINI,India,IND,..
GINI index (World Bank estimate),SI.POV.GINI,Indonesia,IDN,..
GINI index (World Bank estimate),SI.POV.GINI,"Iran, Islamic Rep.",IRN,..
GINI index (World Bank estimate),SI.POV.GINI,Iraq,IRQ,..
GINI index (World Bank estimate),SI.POV.GINI,Ireland,IRL,..
GINI index (World Bank estimate),SI.POV.GINI,Isle of Man,IMY,..
GINI index (World Bank estimate),SI.POV.GINI,Israel,ISR,..
GINI index (World Bank estimate),SI.POV.GINI,Italy,ITA,..
GINI index (World Bank estimate),SI.POV.GINI,Jamaica,JAM,..
GINI index (World Bank estimate),SI.POV.GINI,Japan,JPN,..
GINI index (World Bank estimate),SI.POV.GINI,Jordan,JOR,..
GINI index (World Bank estimate),SI.POV.GINI,Kazakhstan,KAZ,..
GINI index (World Bank estimate),SI.POV.GINI,Kenya,KEN,..
GINI index (World Bank estimate),SI.POV.GINI,Kiribati,KIR,..
GINI index (World Bank estimate),SI.POV.GINI,"Korea, Dem. People’s Rep.",PRK,..
GINI index (World Bank estimate),SI.POV.GINI,"Korea, Rep.",KOR,..
GINI index (World Bank estimate),SI.POV.GINI,Kosovo,KSV,..
GINI index (World Bank estimate),SI.POV.GINI,Kuwait,KWT,..
GINI index (World Bank estimate),SI.POV.GINI,Kyrgyz Republic,KGZ,26.82
GINI index (World Bank estimate),SI.POV.GINI,Lao PDR,LAO,..
GINI index (World Bank estimate),SI.POV.GINI,Latvia,LVA,..
GINI index (World Bank estimate),SI.POV.GINI,Lebanon,LBN,..
GINI index (World Bank estimate),SI.POV.GINI,Lesotho,LSO,..
GINI index (World Bank estimate),SI.POV.GINI,Liberia,LBR,..
GINI index (World Bank estimate),SI.POV.GINI,Libya,LBY,..
GINI index (World Bank estimate),SI.POV.GINI,Liechtenstein,LIE,..
GINI index (World Bank estimate),SI.POV.GINI,Lithuania,LTU,..
GINI index (World Bank estimate),SI.POV.GINI,Luxembourg,LUX,..
GINI index (World Bank estimate),SI.POV.GINI,"Macao SAR, China",MAC,..
GINI index (World Bank estimate),SI.POV.GINI,"Macedonia, FYR",MKD,..
GINI index (World Bank estimate),SI.POV.GINI,Madagascar,MDG,..
GINI index (World Bank estimate),SI.POV.GINI,Malawi,MWI,..
GINI index (World Bank estimate),SI.POV.GINI,Malaysia,MYS,..
GINI index (World Bank estimate),SI.POV.GINI,Maldives,MDV,..
GINI index (World Bank estimate),SI.POV.GINI,Mali,MLI,..
GINI index (World Bank estimate),SI.POV.GINI,Malta,MLT,..
GINI index (World Bank estimate),SI.POV.GINI,Marshall Islands,MHL,..
GINI index (World Bank estimate),SI.POV.GINI,Mauritania,MRT,32.42
GINI index (World Bank estimate),SI.POV.GINI,Mauritius,MUS,..
GINI index (World Bank estimate),SI.POV.GINI,Mexico,MEX,48.21
GINI index (World Bank estimate),SI.POV.GINI,"Micronesia, Fed. Sts.",FSM,..
GINI index (World Bank estimate),SI.POV.GINI,Moldova,MDA,26.83
GINI index (World Bank estimate),SI.POV.GINI,Monaco,MCO,..
GINI index (World Bank estimate),SI.POV.GINI,Mongolia,MNG,32.04
GINI index (World Bank estimate),SI.POV.GINI,Montenegro,MNE,31.93
GINI index (World Bank estimate),SI.POV.GINI,Morocco,MAR,..
GINI index (World Bank estimate),SI.POV.GINI,Mozambique,MOZ,..
GINI index (World Bank estimate),SI.POV.GINI,Myanmar,MMR,..
GINI index (World Bank estimate),SI.POV.GINI,Namibia,NAM,..
GINI index (World Bank estimate),SI.POV.GINI,Nauru,NRU,..
GINI index (World Bank estimate),SI.POV.GINI,Nepal,NPL,..
GINI index (World Bank estimate),SI.POV.GINI,Netherlands,NLD,..
GINI index (World Bank estimate),SI.POV.GINI,New Caledonia,NCL,..
GINI index (World Bank estimate),SI.POV.GINI,New Zealand,NZL,..
GINI index (World Bank estimate),SI.POV.GINI,Nicaragua,NIC,47.05
GINI index (World Bank estimate),SI.POV.GINI,Niger,NER,33.99
GINI index (World Bank estimate),SI.POV.GINI,Nigeria,NGA,..
GINI index (World Bank estimate),SI.POV.GINI,Northern Mariana Islands,MNP,..
GINI index (World Bank estimate),SI.POV.GINI,Norway,NOR,..
GINI index (World Bank estimate),SI.POV.GINI,Oman,OMN,..
GINI index (World Bank estimate),SI.POV.GINI,Pakistan,PAK,..
GINI index (World Bank estimate),SI.POV.GINI,Palau,PLW,..
GINI index (World Bank estimate),SI.POV.GINI,Panama,PAN,50.7
GINI index (World Bank estimate),SI.POV.GINI,Papua New Guinea,PNG,..
GINI index (World Bank estimate),SI.POV.GINI,Paraguay,PRY,51.67
GINI index (World Bank estimate),SI.POV.GINI,Peru,PER,44.14
GINI index (World Bank estimate),SI.POV.GINI,Philippines,PHL,..
GINI index (World Bank estimate),SI.POV.GINI,Poland,POL,32.08
GINI index (World Bank estimate),SI.POV.GINI,Portugal,PRT,..
GINI index (World Bank estimate),SI.POV.GINI,Puerto Rico,PRI,..
GINI index (World Bank estimate),SI.POV.GINI,Qatar,QAT,..
GINI index (World Bank estimate),SI.POV.GINI,Romania,ROM,..
GINI index (World Bank estimate),SI.POV.GINI,Russian Federation,RUS,..
GINI index (World Bank estimate),SI.POV.GINI,Rwanda,RWA,..
GINI index (World Bank estimate),SI.POV.GINI,Samoa,WSM,..
GINI index (World Bank estimate),SI.POV.GINI,San Marino,SMR,..
GINI index (World Bank estimate),SI.POV.GINI,Sao Tome and Principe,STP,..
GINI index (World Bank estimate),SI.POV.GINI,Saudi Arabia,SAU,..
GINI index (World Bank estimate),SI.POV.GINI,Senegal,SEN,..
GINI index (World Bank estimate),SI.POV.GINI,Serbia,SRB,..
GINI index (World Bank estimate),SI.POV.GINI,Seychelles,SYC,..
GINI index (World Bank estimate),SI.POV.GINI,Sierra Leone,SLE,..
GINI index (World Bank estimate),SI.POV.GINI,Singapore,SGP,..
GINI index (World Bank estimate),SI.POV.GINI,Sint Maarten (Dutch part),SXM,..
GINI index (World Bank estimate),SI.POV.GINI,Slovak Republic,SVK,..
GINI index (World Bank estimate),SI.POV.GINI,Slovenia,SVN,..
GINI index (World Bank estimate),SI.POV.GINI,Solomon Islands,SLB,..
GINI index (World Bank estimate),SI.POV.GINI,Somalia,SOM,..
GINI index (World Bank estimate),SI.POV.GINI,South Africa,ZAF,..
