name,lon,lat
Ljtao Air Base,103.83599853515625,35.30830001831055
Qingshui Air Base,98.88420104980469,39.5546989440918
Tianshui Maijishan Airport,105.86000061,34.5593986511
Urumqi South Air Base,87.5322036743164,43.46580123901367
Uxxaktal Air Base,87.18810272216797,42.181400299072266
Wugong Air Base,108.26599884033203,34.274200439453125
Wulumuqi Air Base,87.0785980225,43.9502983093
Wuwei Air Base,102.56700134277344,37.98830032348633
Xian Air Base,108.5989990234375,34.153900146484375
Xincheng Air Base,114.61900329589844,25.54829978942871
Yaerbashi Test Range,92.80809783935547,43.07720184326172
Yanliang Air Base,109.24299621582031,34.64390182495117
Zhangye Ganzhou Airport,100.675003052,38.8018989563
Changzing Air Base,119.73100280761719,30.968599319458008
Daishan Air Base,122.1449966430664,30.287799835205078
Feidong Air Base,117.65899658203125,31.909400939941406
Fuzhou Air Base,119.31199645996094,26.0044002532959
Huian Air Base,118.80699920654297,25.026100158691406
Jianqiao/Hangzhou Airfield,120.24099731445312,30.33530044555664
Jiaxing Air Base,120.68061065673828,30.706640243530273
Longtian/Lung-T'ien Air Base,119.45999908447266,25.572799682617188
Longyou Air Base,119.177001953125,29.113100051879883
Mahuiling Air Base,115.802001953125,29.47719955444336
Nanchang New Airfield,115.93000030517578,28.63559913635254
Nanchang Xiangtang Air Base,115.92400360107422,28.420799255371094
Ningbo Zhangqiao Air Base,121.5739974975586,29.922800064086914
Shanghai Dachang Air Base,121.41100311279297,31.32360076904297
Zhangshu Air Base,115.5510025024414,28.021699905395508
Changchun Air Base,125.197998046875,43.90530014038086
Chifeng Air Base,118.84200286865234,42.15890121459961
Dandong Airport,124.286003,40.0247
Dingxin/Shuangchengzi Air Base,99.78939819335938,40.40140151977539
Fuxin Air Base,121.66200256347656,42.07889938354492
Gongzhuling Air Base,124.78600311279297,43.524200439453125
Harbin Air Base,126.658996582,45.597499847399995
Kaiyuan Air Base,123.98200225830078,42.52579879760742
Lalin Air Base,126.8949966430664,45.2593994140625
Pingquan Air Base,118.68099975585938,40.90079879760742
Shenyang Beiling Air Base,123.43900299072266,41.87080001831055
Shenyang Yu Hung Tun Air Base,123.29900360107422,41.8224983215332
Siping Air Base,124.29199981689453,43.156898498535156
Suizhong Air Base,120.35900115966797,40.29890060424805
Tuchengzi Air Base,121.23899841308594,38.912200927734375
Sanshilipu Air Base,121.76100158691406,39.28950119018555
Brampton Airport,-79.875,43.7602996826
Geçitkale Air Base,33.724357605,35.2359466553
Cat Lake Airport,-91.82440185546875,51.72719955444336
Fort Frances Municipal Airport,-93.439697265625,48.65420150756836
La Grande-4 Airport,-73.6753005981,53.754699707
Alert Bay Airport,-126.91600036621094,50.58219909667969
Sault Ste Marie Airport,-84.5093994140625,46.48500061035156
Kasabonika Airport,-88.6427993774414,53.52470016479492
Kangirsuk Airport,-69.99919891357422,60.027198791503906
Attawapiskat Airport,-82.43190002441406,52.9275016784668
Liverpool South Shore Regional Airport,-64.85610198970001,44.2303009033
Winnipeg / St. Andrews Airport,-97.03250122070001,50.0564002991
Lac Du Bonnet Airport,-96.0100021362,50.2943992615
St. Anthony Airport,-56.083099365200006,51.3918991089
Tofino / Long Beach Airport,-125.775583,49.079833
Kugaaruk Airport,-89.808098,68.534401
Baie Comeau Airport,-68.20439910888672,49.13249969482422
Bella Coola Airport,-126.596001,52.387501
Uranium City Airport,-108.48100280761719,59.5614013671875
Bonnyville Airport,-110.744003,54.304199
CFB Bagotville,-70.99639892578125,48.33060073852539
Baker Lake Airport,-96.077796936,64.29889678960001
Campbell River Airport,-125.27100372314453,49.950801849365234
Tadoule Lake Airport,-98.512199,58.7061
Brandon Municipal Airport,-99.951897,49.91
Brochet Airport,-101.679001,57.8894
Nipawin Airport,-104.00800323486328,53.33250045776367
Berens River Airport,-97.018303,52.358898
Calgary / Springbank Airport,-114.374000549,51.103099823
Lourdes de Blanc Sablon Airport,-57.185298919699996,51.443599700899995
Cartwright Airport,-57.041900634765625,53.68280029296875
Cambridge Bay Airport,-105.138000488,69.1081008911
Cornwall Regional Airport,-74.56330108642578,45.09280014038086
Nanaimo Airport,-123.869862556,49.054970224899996
Centralia / James T. Field Memorial Aerodrome,-81.508301,43.285599
Castlegar/West Kootenay Regional Airport,-117.632003784,49.2963981628
Miramichi Airport,-65.449203,47.007801
Charlo Airport,-66.330299,47.990799
Cochrane Airport,-81.01360321044922,49.10559844970703
Kugluktuk Airport,-115.143997192,67.81670379639999
Blue River Airport,-119.28299713134766,52.11669921875
Chetwynd Airport,-121.62699890136719,55.687198638916016
Cross Lake (Charlie Sinclair Memorial) Airport,-97.76080322265625,54.610599517822266
Chesterfield Inlet Airport,-90.73110198970001,63.346900939899996
Clyde River Airport,-68.5167007446,70.4860992432
Dawson City Airport,-139.1280059814453,64.04309844970703
Burwash Airport,-139.04100036621094,61.37110137939453
Princeton Airport,-120.511001587,49.4681015015
Deer Lake Airport,-57.39139938354492,49.21080017089844
Ross River Airport,-132.42300415,61.9706001282
Dauphin Barker Airport,-100.052001953125,51.100799560546875
Dolbeau St Felicien Airport,-72.375,48.778499603271
Nain Airport,-61.680301666259766,56.549198150634766
Dawson Creek Airport,-120.18299865722656,55.7422981262207
Huronia Airport,-79.9282989502,44.6833000183
Edmonton International Airport,-113.580001831,53.309700012200004
Arviat Airport,-94.07080078119999,61.0942001343
Elliot Lake Municipal Airport,-82.5614013672,46.351398468
Manitoulin East Municipal Airport,-81.85810089111328,45.84280014038086
Estevan Airport,-102.966003418,49.2103004456
Fort Severn Airport,-87.67610168457031,56.01890182495117
Edson Airport,-116.464996338,53.578899383499994
Inuvik Mike Zubko Airport,-133.483001709,68.30419921880001
Amos Magny Airport,-78.24970245361328,48.563899993896484
Fort Albany Airport,-81.6968994140625,52.20140075683594
Iqaluit Airport,-68.5558013916,63.756401062
Fredericton Airport,-66.53720092773438,45.868900299072266
Forestville Airport,-69.09719848632812,48.74610137939453
Fort Hope Airport,-87.90779876708984,51.5619010925293
La Macaza / Mont-Tremblant International Inc Airport,-74.7799987793,46.409400939899996
Flin Flon Airport,-101.68199920654297,54.6781005859375
Fort Resolution Airport,-113.690002441,61.1808013916
Fort Simpson Airport,-121.23699951171875,61.76020050048828
Makkovik Airport,-59.1864013671875,55.076900482177734
Texada Gillies Bay Airport,-124.51799774169922,49.69419860839844
Goderich Airport,-81.7106018066,43.7668991089
Golden Airport,-116.982002,51.299196
Fort Good Hope Airport,-128.6510009765625,66.24079895019531
Kingston Norman Rogers Airport,-76.5969009399414,44.22529983520508
La Grande Rivière Airport,-77.7042007446289,53.625301361083984
Gimli Industrial Park Airport,-97.04329681396484,50.62810134887695
Gods Lake Narrows Airport,-94.49140167236328,54.55889892578125
Gaspé (Michel-Pouliot) Airport,-64.4785995483,48.7752990723
Geraldton Greenstone Regional Airport,-86.93939971923828,49.77830123901367
Îles-de-la-Madeleine Airport,-61.778099060058594,47.42470169067383
Igloolik Airport,-81.8161010742,69.3647003174
Havre St Pierre Airport,-63.61140060424805,50.281898498535156
Kuujjuarapik Airport,-77.76529693603516,55.281898498535156
Gillam Airport,-94.71060180664062,56.35749816894531
Grise Fiord Airport,-82.90920257570001,76.4261016846
Quaqtaq Airport,-69.6177978515625,61.0463981628418
Dryden Regional Airport,-92.74420166015625,49.83169937133789
Hope Airport,-121.498001099,49.3683013916
Hearst René Fontaine Municipal Airport,-83.68609619140625,49.71419906616211
Nemiscau Airport,-76.1355972290039,51.69110107421875
Ulukhaktok Holman Airport,-117.80599975585938,70.76280212402344
Gjoa Haven Airport,-95.84970092770001,68.635597229
John C. Munro Hamilton International Airport,-79.93499755859999,43.173599243199995
Hornepayne Municipal Airport,-84.75890350341797,49.19309997558594
Hopedale Airport,-60.228599548339844,55.448299407958984
Chevery Airport,-59.63669967651367,50.46889877319336
Haines Junction Airport,-137.54600524902344,60.78919982910156
Montréal / Saint-Hubert Airport,-73.4169006348,45.5175018311
Hay River / Merlyn Carter Airport,-115.782997131,60.8396987915
Halifax / Stanfield International Airport,-63.5085983276,44.8807983398
Atikokan Municipal Airport,-91.6386032104,48.7738990784
Digby / Annapolis Regional Airport,-65.7854247093,44.5458450365
St Augustin Airport,-58.6582984924,51.2117004395
Ivujivik Airport,-77.92530059814453,62.417301177978516
Pond Inlet Airport,-77.9666976929,72.6832962036
Island Lake Airport,-94.65360260009766,53.857200622558594
Fort Liard Airport,-123.46900177,60.235801696799996
St Jean Airport,-73.28109741210938,45.29439926147461
Stephenville Airport,-58.54999923706055,48.5442008972168
Kamloops Airport,-120.444000244,50.7022018433
Aklavik/Freddie Carmichael Airport,-135.00599,68.223297
Waterloo Airport,-80.3786010742,43.460800170899994
Kangiqsujuaq (Wakeham Bay) Airport,-71.929397583,61.5886001587
Key Lake Airport,-105.61799621582031,57.256099700927734
Schefferville Airport,-66.8052978515625,54.805301666259766
Akulivik Airport,-78.14859771728516,60.818599700927734
Waskaganish Airport,-78.75830078125,51.47330093383789
Kirkland Lake Airport,-79.98139953613281,48.21030044555664
Kindersley Airport,-109.180999756,51.5175018311
Buttonville Municipal Airport,-79.37000274658203,43.86220169067383
Aupaluk Airport,-69.59970092773438,59.29669952392578
Kimmirut Airport,-69.88330078119999,62.8499984741
Chapleau Airport,-83.3467025756836,47.81999969482422
Lansdowne House Airport,-87.93419647216797,52.19559860229492
Meadow Lake Airport,-108.52300262451172,54.125301361083984
Lutselk'e Airport,-110.68199920654297,62.41830062866211
Lloydminster Airport,-110.072998046875,53.309200286865234
Leaf Rapids Airport,-99.98529815673828,56.513301849365234
Alert Airport,-62.2806015015,82.51779937740001
Kangiqsualujjuaq (Georges River) Airport,-65.9927978515625,58.71139907836914
Kelowna International Airport,-119.377998352,49.9561004639
Mayo Airport,-135.8679962158203,63.61640167236328
Matane Airport,-67.45330047607422,48.85689926147461
Manitouwadge Airport,-85.86060333251953,49.083900451660156
Mary's Harbour Airport,-55.847198486328125,52.302799224853516
Moose Jaw Air Vice Marshal C. M. McEwen Airport,-105.55899810791016,50.330299377441406
Charlevoix Airport,-70.2238998413086,47.59749984741211
Fort McMurray Airport,-111.222000122,56.653301239
Moosonee Airport,-80.60780334472656,51.291099548339844
Chapais Airport,-74.5280990600586,49.77190017700195
Umiujaq Airport,-76.51830291748047,56.53609848022461
Montreal International (Mirabel) Airport,-74.0386962891,45.6795005798
Natashquan Airport,-61.78919982910156,50.189998626708984
Wemindji Airport,-78.83110046386719,53.01060104370117
Ottawa / Gatineau Airport,-75.5635986328,45.521701812699995
Norway House Airport,-97.84420013427734,53.95830154418945
Points North Landing Airport,-104.08200073242188,58.27669906616211
Matagami Airport,-77.80280303955078,49.76169967651367
Nejanilini Lake Airport,-97.78029632570001,59.4874992371
Ekati Airport,-110.614997864,64.6988983154
Old Crow Airport,-139.83900451660156,67.57060241699219
CFB Cold Lake,-110.27899932861328,54.404998779296875
Oxford House Airport,-95.27890014648438,54.93330001831055
High Level Airport,-117.16500091552734,58.62139892578125
Toronto/Oshawa Executive Airport,-78.894997,43.922798
Rainbow Lake Airport,-119.40799713134766,58.49140167236328
Owen Sound / Billy Bishop Regional Airport,-80.8375015259,44.5903015137
Ottawa Macdonald-Cartier International Airport,-75.66919708251953,45.3224983215332
Prince Albert Glass Field,-105.672996521,53.214199066199996
Paulatuk (Nora Aliqatchialuk Ruben) Airport,-124.075469971,69.3608381154
Port Hawkesbury Airport,-61.3680992126,45.6567001343
Peace River Airport,-117.4469985961914,56.226898193359375
Southport Airport,-98.273817,49.903099
Inukjuak Airport,-78.07689666748047,58.471900939941406
Pickle Lake Airport,-90.21420288085938,51.4463996887207
Pikangikum Airport,-93.97329711914062,51.819698333740234
Port Menier Airport,-64.2885971069336,49.83639907836914
Peawanuck Airport,-85.44329833984375,54.98809814453125
Peterborough Airport,-78.36329650878906,44.22999954223633
Prince Rupert Airport,-130.445007324,54.286098480199996
Powell River Airport,-124.5,49.83420181274414
Puvirnituq Airport,-77.28690338134766,60.05059814453125
Fort Chipewyan Airport,-111.11699676513672,58.7672004699707
Muskoka Airport,-79.30329895019531,44.974700927734375
Quebec Jean Lesage International Airport,-71.393303,46.7911
The Pas Airport,-101.09100341796875,53.97140121459961
Red Deer Regional Airport,-113.89399719238281,52.18220138549805
Windsor Airport,-82.95559692382812,42.27560043334961
Watson Lake Airport,-128.82200622558594,60.11640167236328
Yarmouth Airport,-66.08809661865234,43.826900482177734
Kenora Airport,-94.36309814453125,49.788299560546875
Lethbridge County Airport,-112.800003052,49.6302986145
Greater Moncton International Airport,-64.67859649658203,46.11220169067383
Nakina Airport,-86.69640350341797,50.18280029296875
Comox Airport,-124.88700103759766,49.71080017089844
Regina International Airport,-104.66600036621094,50.43190002441406
St Thomas Municipal Airport,-81.11080169677734,42.77000045776367
Thunder Bay Airport,-89.32389831542969,48.37189865112305
Grande Prairie Airport,-118.885002136,55.1796989441
Yorkton Municipal Airport,-102.46199798583984,51.26470184326172
North Battleford Airport,-108.24400329589844,52.76919937133789
Gander International Airport,-54.56809997558594,48.9369010925293
Sydney / J.A. Douglas McCurdy Airport,-60.0477981567,46.161399841299996
Quesnel Airport,-122.51000213623047,53.026100158691406
Rae Lakes Airport,-117.30999755859375,64.11609649658203
Resolute Bay Airport,-94.9693984985,74.7169036865
Rivière-du-Loup Airport,-69.58470153808594,47.764400482177734
Roberval Airport,-72.2656021118164,48.52000045776367
Red Lake Airport,-93.79309844970703,51.066898345947266
Ottawa / Rockcliffe Airport,-75.64610290530001,45.4603004456
Ottawa / Carp Airport,-76.0222015381,45.3191986084
Trois-Rivières Airport,-72.67939758300781,46.35279846191406
Red Sucker Lake Airport,-93.55719757080078,54.167198181152344
Rankin Inlet Airport,-92.1157989502,62.8114013672
Revelstoke Airport,-118.182998657,50.9667015076
Sudbury Airport,-80.79889678955078,46.625
Sherbrooke Airport,-71.69139862060547,45.4385986328125
Stony Rapids Airport,-105.84100341796875,59.250301361083984
St Georges Airport,-70.7146987915,46.09640121459999
Smiths Falls-Montague (Russ Beach) Airport,-75.94059753417969,44.94580078125
Saint John Airport,-65.89029693603516,45.31610107421875
Sanikiluaq Airport,-79.2466964722,56.5377998352
St Leonard Airport,-67.83470153808594,47.157501220703125
Fort Smith Airport,-111.96199798583984,60.020301818847656
Niagara District Airport,-79.17169952392578,43.19169998168945
Marathon Airport,-86.34439849853516,48.75529861450195
St. Theresa Point Airport,-94.85189819335938,53.84560012817383
Summerside Airport,-63.83359909057617,46.44060134887695
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,-125.242996216,71.9938964844
Pembroke Airport,-77.25170135498047,45.86439895629883
Cape Dorset Airport,-76.5267028809,64.2300033569
Alma Airport,-71.64189910889999,48.50889968869999
Thompson Airport,-97.86419677734375,55.80110168457031
Big Trout Lake Airport,-89.89689636230469,53.81779861450195
Tasiujaq Airport,-69.95580291748047,58.66780090332031
CFB Trenton,-77.5280990600586,44.118900299072266
Timmins/Victor M. Power,-81.376701355,48.569698333699996
Billy Bishop Toronto City Centre Airport,-79.396202,43.627499
Tuktoyaktuk Airport,-133.0260009765625,69.43329620361328
Montreal / Pierre Elliott Trudeau International Airport,-73.7407989502,45.4706001282
Repulse Bay Airport,-86.22470092770001,66.5214004517
Hall Beach Airport,-81.2425,68.77610015869999
Rouyn Noranda Airport,-78.83560180664062,48.20610046386719
Bonaventure Airport,-65.46029663085938,48.07109832763672
La Ronge Airport,-105.262001038,55.151401519800004
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,-100.917999268,49.8782997131
Vernon Airport,-119.33100128173828,50.24810028076172
Qikiqtarjuaq Airport,-64.03140258789999,67.5457992554
Val-d'Or Airport,-77.7827987671,48.0532989502
Kuujjuaq Airport,-68.4269027709961,58.096099853515625
Norman Wells Airport,-126.7979965209961,65.28160095214844
Vancouver International Airport,-123.183998108,49.193901062
Wiarton Airport,-81.107201,44.7458
Deer Lake Airport,-94.0614013671875,52.655799865722656
Petawawa Airport,-77.31919860839844,45.95220184326172
Winnipeg / James Armstrong Richardson International Airport,-97.2398986816,49.909999847399995
Déline Airport,-123.43599700927734,65.21109771728516
Wabush Airport,-66.8644027709961,52.92190170288086
Williams Lake Airport,-122.054000854,52.1831016541
Webequie Airport,-87.3748683929,52.9593933975
Wrigley Airport,-123.43699645996094,63.20940017700195
Cranbrook/Canadian Rockies International Airport,-115.78199768066,49.610801696777
Saskatoon John G. Diefenbaker International Airport,-106.69999694824219,52.170799255371094
Medicine Hat Airport,-110.72100067138672,50.01890182495117
Fort St John Airport,-120.73999786376953,56.23809814453125
Rimouski Airport,-68.49690246582031,48.47809982299805
Sioux Lookout Airport,-91.9052963256836,50.11389923095703
Whale Cove Airport,-92.59809875490001,62.24000167849999
Pangnirtung Airport,-65.71360015869999,66.1449966431
Beaver Creek Airport,-140.86700439453125,62.410301208496094
Earlton (Timiskaming Regional) Airport,-79.8473453522,47.697400654599996
Prince George Airport,-122.679000854,53.8894004822
Northwest Regional Airport Terrace-Kitimat,-128.576009,54.468498
London Airport,-81.1539,43.035599
Abbotsford Airport,-122.36100006103516,49.025299072265625
Whitehorse / Erik Nielsen International Airport,-135.067001343,60.7095985413
Wawa Airport,-84.78669738769531,47.96670150756836
North Bay Airport,-79.42279815673828,46.36360168457031
Calgary International Airport,-114.019996643,51.113899231
Smithers Airport,-127.18299865722656,54.82469940185547
Fort Nelson Airport,-122.597000122,58.8363990784
Penticton Airport,-119.60199737548828,49.46310043334961
Charlottetown Airport,-63.12110137939453,46.290000915527344
Taloyoak Airport,-93.5766983032,69.5466995239
Victoria International Airport,-123.426002502,48.646900177
Lynn Lake Airport,-101.07599639892578,56.86389923095703
Swift Current Airport,-107.691001892,50.291900634799994
Churchill Airport,-94.06500244140625,58.739200592041016
Goose Bay Airport,-60.4258003235,53.3191986084
St. John's International Airport,-52.7518997192,47.618598938
Kapuskasing Airport,-82.46749877929688,49.41389846801758
Armstrong Airport,-88.90969848632812,50.29029846191406
Mont Joli Airport,-68.20809936523438,48.60860061645508
Lester B. Pearson International Airport,-79.63059997559999,43.6772003174
Downsview Airport,-79.4655990600586,43.74250030517578
Gore Bay Manitoulin Airport,-82.56780242919922,45.88529968261719
Yellowknife Airport,-114.44000244140625,62.462799072265625
Salluit Airport,-75.66719818115234,62.17940139770508
Slave Lake Airport,-114.777000427,55.2930984497
Sandspit Airport,-131.813995361,53.25429916379999
Chris Hadfield Airport,-82.30889892578125,42.9994010925293
Coral Harbour Airport,-83.3593978882,64.1932983398
Port Hardy Airport,-127.36699676513672,50.680599212646484
Whitecourt Airport,-115.78700256347656,54.14390182495117
Sept-Îles Airport,-66.2656021118164,50.22330093383789
Teslin Airport,-132.7429962158203,60.17279815673828
CFB Greenwood,-64.91690063476562,44.98440170288086
Mackenzie Airport,-123.132003784,55.304401397700005
York Landing Airport,-96.08920288085938,56.08940124511719
Salmon Arm Airport,-119.228996,50.682802
Boundary Bay Airport,-123.012001038,49.0741996765
Ilford Airport,-95.613899231,56.0614013672
Bathurst Airport,-65.738899231,47.629699707
Bromont (Roland Desourdy) Airport,-72.74140167239999,45.2907981873
Kelsey Airport,-96.50969696039999,56.0374984741
Eastmain River Airport,-78.52249908447266,52.22639846801758
Faro Airport,-133.37600708007812,62.20750045776367
Fond-Du-Lac Airport,-107.18199920654297,59.33440017700195
Pukatawagan Airport,-101.26599884,55.7491989136
Fort Mcpherson Airport,-134.86099243164062,67.40750122070312
Tulita Airport,-125.572998046875,64.90969848632812
Grand Forks Airport,-118.43099975585938,49.01559829711914
Gods River Airport,-94.07859802246094,54.839698791503906
Little Grand Rapids Airport,-95.4657974243164,52.04560089111328
Jenpeg Airport,-98.04609680175781,54.51890182495117
Swan River Airport,-101.23600006103516,52.120601654052734
Kashechewan Airport,-81.67780303955078,52.282501220703125
Thicket Portage Airport,-97.70780181884766,55.31890106201172
Muskrat Dam Airport,-91.76280212402344,53.44139862060547
Pikwitonei Airport,-97.16419982910156,55.58890151977539
Masset Airport,-132.125,54.02750015258789
Poplar River Airport,-97.2741937637,52.9965258788
Sachigo Lake Airport,-92.19640350341797,53.8911018371582
Pincher Creek Airport,-113.997001648,49.520599365200006
Round Lake (Weagamow Lake) Airport,-91.31279754638672,52.943599700927734
Sandy Lake Airport,-93.34439849853516,53.06420135498047
South Indian Lake Airport,-98.9072036743,56.7928009033
Stewart Airport,-129.982434511,55.935410448
Shamattawa Airport,-92.0813980102539,55.8656005859375
Ignace Municipal Airport,-91.7177963256836,49.4296989440918
Lac Brochet Airport,-101.46900177,58.6175003052
Wollaston Lake Airport,-103.1719970703125,58.10689926147461
Blida Airport,2.8141698837280273,36.50360107421875
Bou Saada Airport,4.206389904022217,35.33250045776367
Soummam Airport,5.0699200630200005,36.7120018005
Houari Boumediene Airport,3.215409994125366,36.691001892089844
Djanet Inedbirene Airport,9.45244026184,24.292800903299998
Boufarik Airport,2.87611,36.545799
Illizi Takhamalt Airport,8.62265014648,26.7234992981
Ain Arnat Airport,5.3244900703399995,36.178100585900005
Aguenar – Hadj Bey Akhamok Airport,5.45107984543,22.8115005493
Jijel Ferhat Abbas Airport,5.87361001968,36.7951011658
Mecheria Airport,-0.242353007197,33.535900116
Relizane Airport,0.626272,35.752201
Annaba Airport,7.809169769287109,36.822200775146484
Mohamed Boudiaf International Airport,6.620389938354492,36.2760009765625
Cheikh Larbi Tébessi Airport,8.12071990967,35.4315986633
Batna Airport,6.308589935300001,35.752101898199996
